EAR,MAR,Circularity,MOE,Y,respondent,EAR_N,MAR_N,Circularity_N,MOE_N
0.257104007,0.372400253,0.369761469,1.448442044,1,4,-0.332117055,1.063126542,-0.988462794,12.65414315
0.235232946,0.349390898,0.369798466,1.485297466,1,4,-2.126615796,-0.383335917,-0.98704423,18.00770669
0.243509794,0.225754254,0.370369422,0.927084904,1,4,-1.447508634,-8.155642555,-0.965152438,-63.07741637
0.231994209,0.399901271,0.371500332,1.723755399,1,4,-2.392350853,2.791953364,-0.921790668,52.64574994
0.26638396,0.235088451,0.37180085,0.882517294,1,4,0.429293846,-7.568856621,-0.910268092,-69.55124094
0.234375,0.35405563,0.371890354,1.510637354,1,4,-2.197009368,-0.09009173,-0.906836298,21.68854098
0.25888321,0.287022175,0.372606869,1.108693667,1,4,-0.186135193,-4.304089671,-0.879363434,-36.69719874
0.241980242,0.378298906,0.37261792,1.563346259,1,4,-1.573006886,1.433940043,-0.878939708,29.3449579
0.235370536,0.328336532,0.372811658,1.394977204,1,4,-2.115326667,-1.706899747,-0.871511349,4.887920385
0.257575758,0.316875111,0.372900518,1.23022102,1,4,-0.293410367,-2.427411663,-0.868104217,-19.04431693
0.212807524,0.353209225,0.373368366,1.659759101,1,4,-3.966599222,-0.143300196,-0.850165822,43.34974326
0.262147723,0.244636443,0.373426475,0.933200717,1,4,0.081714806,-6.968630711,-0.847937796,-62.18904252
0.258531186,0.355554023,0.374075023,1.375284849,1,4,-0.215018426,0.004103417,-0.823070937,2.027438308
0.27929099,0.327049424,0.374635236,1.170998836,1,4,1.488302797,-1.787812595,-0.801591047,-27.64684295
0.242313013,0.338171289,0.374830072,1.395596897,1,4,-1.545703315,-1.088646548,-0.794120543,4.977935974
0.232246487,0.24187646,0.375392727,1.041464452,1,4,-2.371651755,-7.142134545,-0.772547035,-46.46281405
0.22163335,0.352904143,0.375604122,1.592288085,1,4,-3.242449019,-0.162478935,-0.764441635,33.54900422
0.210902597,0.351310124,0.375871287,1.665745846,1,4,-4.122896638,-0.26268547,-0.75419793,44.21936896
0.22589738,0.32476269,0.376324645,1.437655853,1,4,-2.892589658,-1.931566096,-0.736815077,11.08735718
0.236971595,0.225328437,0.376473291,0.950866862,1,4,-1.983961361,-8.182411187,-0.73111566,-59.62288472
0.258400443,0.328550899,0.376703942,1.271479629,1,4,-0.225745763,-1.693423733,-0.722271952,-13.05115303
0.281112771,0.333333333,0.376991796,1.185763748,1,4,1.637778124,-1.392780297,-0.711234948,-25.50211388
0.249364675,0.261363636,0.377381958,1.048118128,1,4,-0.9671215,-5.917090701,-0.696275231,-45.496311
0.23699026,0.219727158,0.378034712,0.927156913,1,4,-1.982429856,-8.534530516,-0.671247082,-63.06695643
0.274001684,0.258603527,0.378047763,0.943802691,1,4,1.054320537,-6.090602497,-0.670746654,-60.64901567
0.244839921,0.273753644,0.378101881,1.118092355,1,4,-1.338373041,-5.138203992,-0.668671666,-35.33195929
0.281220496,0.244636443,0.378559605,0.86990972,1,4,1.646616813,-6.968630711,-0.651121438,-71.38259828
0.268212917,0.287412569,0.37915647,1.071583623,1,4,0.579357947,-4.279547907,-0.628236211,-42.08774825
0.267153046,0.258524282,0.379629823,0.967701046,1,4,0.492396612,-6.095584145,-0.610086748,-57.17757628
0.28021782,0.244908829,0.381087016,0.873994481,1,4,1.564348294,-6.951507423,-0.554214507,-70.78925196
0.212908641,0.244636443,0.381682658,1.149020733,1,4,-3.958302697,-6.968630711,-0.531376215,-30.8393493
0.28125,0.343434813,0.381931727,1.221101558,1,4,1.649037594,-0.757759841,-0.521826307,-20.3689964
0.262995841,0.24431414,0.381943324,0.928965795,1,4,0.151302037,-6.98889198,-0.52138165,-62.80420102
0.274533623,0.276960858,0.381958649,1.008841304,1,4,1.097965575,-4.936585338,-0.520794062,-51.20160381
0.299625702,0.246990462,0.382295202,0.824330024,1,4,3.156745574,-6.820647411,-0.507889819,-78.00343677
0.265495395,0.317958953,0.382726124,1.197606281,1,4,0.356387996,-2.359276927,-0.491367223,-23.78188519
0.243322371,0.193465795,0.383080396,0.795100732,1,4,-1.462886518,-10.18542754,-0.477783606,-82.24924008
0.262995841,0.244186047,0.383214456,0.928478739,1,4,0.151302037,-6.996944469,-0.472643448,-62.87494998
0.238287614,0.309080666,0.383470692,1.297090778,1,4,-1.875983309,-2.917402434,-0.462818748,-9.330915704
0.265625,0.338171289,0.383671003,1.273115441,1,4,0.36702194,-1.088646548,-0.455138359,-12.81353729
0.265625,0.327857091,0.384078741,1.234285521,1,4,0.36702194,-1.737039332,-0.439504691,-18.45391362
0.24325588,0.308523425,0.384089535,1.268308195,1,4,-1.468342067,-2.952432885,-0.439090827,-13.51183074
0.259068673,0.360592304,0.384670634,1.391879224,1,4,-0.170918117,0.320830423,-0.416810142,4.437912334
0.268437746,0.247041728,0.385093023,0.920294301,1,4,0.59780495,-6.817424627,-0.400614713,-64.0638093
0.266360366,0.316402622,0.38525408,1.18787426,1,4,0.427357965,-2.457114243,-0.394439441,-25.19554398
0.263691976,0.302683736,0.385572234,1.147868587,1,4,0.208419217,-3.319539753,-0.382240642,-31.00670826
0.24325588,0.313293284,0.385637109,1.287916596,1,4,-1.468342067,-2.652579997,-0.379753168,-10.66354374
0.264705882,0.318213801,0.385768878,1.202141025,1,4,0.291609254,-2.34325615,-0.374700841,-23.12317509
0.277394722,0.265487151,0.385894004,0.957073548,1,4,1.332715877,-5.657869668,-0.369903225,-58.72131073
0.222258641,0.244602308,0.386351106,1.100530028,1,4,-3.191144565,-6.970776563,-0.352376838,-37.88303666
0.297226498,0.2621976,0.386368794,0.88214746,1,4,2.95989332,-5.864664309,-0.35169866,-69.60496247
0.242939641,0.369253546,0.386498075,1.519939454,1,4,-1.494289115,0.865311602,-0.346741729,23.03975021
0.273499609,0.269662921,0.387443851,0.985971871,0,4,1.01312576,-5.395363599,-0.310478432,-54.52358351
0.262043893,0.228170672,0.38746834,0.870734555,0,4,0.073195648,-8.003736598,-0.309539457,-71.2627839
0.25,0.348811096,0.387643198,1.395244383,0,4,-0.914993714,-0.419784657,-0.302834984,4.926730346
0.265495395,0.337822479,0.387859101,1.27242312,0,4,0.356387996,-1.110574181,-0.294556772,-12.91410291
0.265495395,0.332288464,0.387859101,1.251579011,0,4,0.356387996,-1.458465058,-0.294556772,-15.941887
0.261654208,0.242215657,0.387887652,0.925709008,0,4,0.041222399,-7.120811233,-0.293462055,-63.27727702
0.261654208,0.164714457,0.387887652,0.629511975,0,4,0.041222399,-11.99285461,-0.293462055,-106.3024157
0.22000616,0.319136277,0.387921411,1.450578821,0,4,-3.375958327,-2.285265526,-0.292167639,12.96452822
0.265625,0.327882147,0.38889285,1.234379848,0,4,0.36702194,-1.735464225,-0.254920367,-18.44021174
0.249513145,0.343553369,0.388938083,1.376894869,0,4,-0.954939712,-0.750306953,-0.253186043,2.261307388
0.268115872,0.219365658,0.389079572,0.81817483,0,4,0.571395528,-8.557255899,-0.247760998,-78.89753111
0.228111316,0.313293284,0.389241928,1.373422807,0,4,-2.710938371,-2.652579997,-0.241535884,1.756960834
0.242921813,0.339364906,0.389407334,1.397012897,0,4,-1.495751879,-1.013610904,-0.235193823,5.183622008
0.249513145,0.354645169,0.38956484,1.421348641,0,4,-0.954939712,-0.053030878,-0.229154689,8.718595874
0.242955364,0.279020338,0.389625317,1.148442797,0,4,-1.492999051,-4.807118003,-0.226835869,-30.92329946
0.248981048,0.401407743,0.390155631,1.612201996,0,4,-0.99859767,2.886656393,-0.206502347,36.4416693
0.290322581,0.29654938,0.390259335,1.021447864,0,4,2.39343378,-3.705170515,-0.202526116,-49.37039374
0.284370962,0.274667522,0.390285982,0.965877527,0,4,1.90510945,-5.080753869,-0.20150439,-57.44245789
0.266597777,0.32193843,0.390808601,1.207581072,0,4,0.446837348,-2.109110684,-0.181465934,-22.33296192
0.24281334,0.333543017,0.390857655,1.373660179,0,4,-1.504651972,-1.379598752,-0.179585078,1.79144117
0.249990203,0.264367816,0.390928631,1.057512707,0,4,-0.91579757,-5.728235638,-0.176863697,-44.13166848
0.220863052,0.33877092,0.391325596,1.533850575,0,4,-3.305651203,-1.050951321,-0.16164313,25.06045882
0.258531186,0.22586188,0.391336899,0.873634951,0,4,-0.215018426,-8.148876759,-0.161209748,-70.84147679
0.249891939,0.337464595,0.391652753,1.350442103,0,4,-0.923860043,-1.133072235,-0.149099164,-1.581181926
0.242939641,0.316666667,0.391861758,1.303478779,0,4,-1.494289115,-2.440515338,-0.141085421,-8.403004279
0.268129049,0.223467561,0.392143918,0.833432863,0,4,0.572476634,-8.299393478,-0.130266719,-76.68117196
0.272727273,0.323304596,0.39223763,1.185450187,0,4,0.949756328,-2.023227842,-0.126673581,-25.54766125
0.25,0.362597341,0.392244428,1.450389364,0,4,-0.914993714,0.446875285,-0.126412945,12.93700801
0.265625,0.488840457,0.393014887,1.840340544,0,4,0.36702194,8.383035455,-0.096871704,69.580734
0.265625,0.328336532,0.393014887,1.236090472,0,4,0.36702194,-1.706899747,-0.096871704,-18.19172902
0.256021352,0.280881147,0.393120502,1.097100476,0,4,-0.420947822,-4.690139925,-0.092822205,-38.38120828
0.265625,0.339357774,0.39343281,1.277582209,0,4,0.36702194,-1.014059219,-0.080847568,-12.16470126
0.265625,0.321709235,0.39343281,1.211140649,0,4,0.36702194,-2.123518821,-0.080847568,-21.81590316
0.241935484,0.327473061,0.393676395,1.35355532,0,4,-1.576679213,-1.761181037,-0.071507919,-1.12896064
0.241935484,0.306292293,0.393676395,1.266008145,0,4,-1.576679213,-3.09269102,-0.071507919,-13.84593259
0.220540546,0.358049468,0.394131129,1.623508578,0,4,-3.332112535,0.160977306,-0.054072347,38.08404642
0.268083239,0.288198253,0.394470312,1.075032719,0,4,0.568717993,-4.230156593,-0.041067273,-41.58673775
0.250376852,0.370968041,0.394753805,1.481638729,0,4,-0.884073374,0.973091822,-0.030197487,17.47624409
0.292595909,0.180999884,0.394825019,0.618600186,0,4,2.57995814,-10.96908587,-0.027466963,-107.8874459
0.25607376,0.252873563,0.39482828,0.987502833,0,4,-0.41664778,-6.450811528,-0.02734192,-54.30119832
0.289170784,0.232832916,0.395254302,0.805174411,0,4,2.298930016,-7.71064884,-0.011007235,-80.78595249
0.249878019,0.372400253,0.395256168,1.490328179,0,4,-0.925002132,1.063126542,-0.010935703,18.73846053
0.249878019,0.365223683,0.395256168,1.461607887,0,4,-0.925002132,0.611977929,-0.010935703,14.56659379
0.229187607,0.360220367,0.395695185,1.571727075,0,4,-2.62262977,0.297448971,0.005897235,30.56234264
0.256326008,0.252731993,0.395704094,0.985978737,0,4,-0.395951078,-6.459711184,0.006238845,-54.52258623
0.250850322,0.375238368,0.395730269,1.495865604,0,4,-0.845225668,1.241542097,0.007242471,19.54281869
0.225689058,0.326772958,0.396016659,1.447890122,0,4,-2.909682233,-1.805192418,0.018223325,12.57397176
0.270092263,0.260069537,0.396107326,0.962891473,0,4,0.73355641,-5.998443095,0.021699706,-57.87620764
0.291065544,0.263593063,0.396426078,0.905614108,0,4,2.454393158,-5.776939806,0.033921428,-66.19623211
0.266076042,0.355554023,0.396692067,1.336287252,0,4,0.404029494,0.004103417,0.044120061,-3.637294472
0.244827802,0.247191011,0.396708589,1.009652535,0,4,-1.339367366,-6.808040058,0.044753573,-51.08376567
0.290750894,0.383545875,0.397075033,1.319156303,0,4,2.428576479,1.763786049,0.058803891,-6.125710481
0.273113692,0.269828781,0.397275183,0.987972369,0,4,0.981461613,-5.38493699,0.0664781,-54.2329942
0.250002531,0.256377527,0.397665285,1.025499728,0,4,-0.914786085,-6.230537981,0.081435545,-48.781826
0.256712352,0.195953874,0.397702854,0.763320784,0,4,-0.364251952,-10.02901672,0.082876042,-86.86554787
0.24281334,0.333287047,0.397712156,1.372605996,0,4,-1.504651972,-1.395690066,0.083232692,1.638312033
0.273731946,0.266518642,0.398361143,0.973648291,0,4,1.032188799,-5.593025907,0.108116398,-56.3136883
0.236107572,0.317958953,0.39844207,1.346669867,0,4,-2.054853549,-2.359276927,0.111219326,-2.129131278
0.220863052,0.32309907,0.398930859,1.462893258,0,4,-3.305651203,-2.036148082,0.129960644,14.75330491
0.268064317,0.195000472,0.399484826,0.727439122,0,4,0.56716547,-10.08895149,0.15120104,-92.0776645
0.279069767,0.238904734,0.39972848,0.856075295,0,4,1.470151689,-7.32894947,0.160543335,-73.39216614
0.25,0.328113026,0.399908342,1.312452103,0,4,-0.914993714,-1.720950254,0.167439664,-7.09955264
0.261608322,0.269896902,0.400178662,1.031683168,0,4,0.037457501,-5.380654601,0.177804382,-47.88362876
0.258045578,0.349186246,0.401181649,1.353196007,0,4,-0.254862048,-0.396201164,0.216261277,-1.181153942
0.272727273,0.30834106,0.401830945,1.130583888,0,4,0.949756328,-2.963897105,0.241156816,-33.51745789
0.25089828,0.343417116,0.402139646,1.368750378,0,4,-0.841290745,-0.758872379,0.252993149,1.078250825
0.290322581,0.295973136,0.402422372,1.019463023,0,4,2.39343378,-3.741395588,0.263833524,-49.65870879
0.280883741,0.339364906,0.402592294,1.208204166,0,4,1.618986388,-1.013610904,0.270348722,-22.24245217
0.287746703,0.333180393,0.402759166,1.157894737,0,4,2.182085598,-1.402394751,0.27674702,-29.55032477
0.280911513,0.261927467,0.402849294,0.932419837,0,4,1.621265105,-5.881645966,0.280202742,-62.30247204
0.274626755,0.348263017,0.403063715,1.268132146,0,4,1.105606986,-0.454239161,0.288424135,-13.53740341
0.273440923,0.333703395,0.403190706,1.22038571,0,4,1.008310662,-1.369516676,0.29329327,-20.47297941
0.26746317,0.358980828,0.403366399,1.342169197,0,4,0.517841962,0.219526453,0.300029747,-2.782891862
0.250018816,0.202196144,0.404461327,0.808723709,0,4,-0.913449876,-9.636601985,0.342011871,-80.27038681
0.274193548,0.307749077,0.404834063,1.122378988,0,4,1.070062782,-3.001111591,0.356303471,-34.70928945
0.273545006,0.34299717,0.404960083,1.253896662,0,4,1.016850542,-0.785271861,0.361135379,-15.60522843
0.296862708,0.255555556,0.405120138,0.860854356,0,4,2.930044725,-6.282210487,0.367272239,-72.6979669
0.213197997,0.311939864,0.405426561,1.463146317,0,4,-3.934561315,-2.737661519,0.379021257,14.79006396
0.272227772,0.381234902,0.40542909,1.400426192,0,4,0.908772776,1.618508812,0.379118214,5.679432207
0.288717957,0.179645272,0.406590507,0.622217177,0,4,2.261775982,-11.05424233,0.423649703,-107.3620471
0.250850322,0.322971121,0.406764283,1.287505308,0,4,-0.845225668,-2.044191492,0.430312679,-10.72328675
0.251822624,0.349390898,0.406773178,1.387448402,0,4,-0.765449204,-0.383335917,0.430653715,3.79429785
0.267704296,0.354468149,0.406861893,1.324103327,0,4,0.537626085,-0.064159103,0.43405525,-5.407113237
0.251184464,0.223606798,0.407480946,0.890209508,0,4,-0.817809664,-8.290640471,0.457791214,-68.43388132
0.291902553,0.287415289,0.40762607,0.984627525,0,4,2.523068955,-4.279376961,0.463355626,-54.71886114
0.304515961,0.294731157,0.407652645,0.967867682,0,4,3.557986447,-3.819471465,0.464374572,-57.15337098
0.262738794,0.272656864,0.407692911,1.037748784,0,4,0.130211637,-5.207152066,0.465918478,-47.00254645
0.257575758,0.323304596,0.40786951,1.255182551,0,4,-0.293410367,-2.023227842,0.472689675,-15.41844221
0.274050999,0.359294254,0.408539721,1.311048875,0,4,1.058366755,0.239229676,0.498387174,-7.303383438
0.29650959,0.428255169,0.408672958,1.444321474,0,4,2.901071758,4.574395693,0.503495797,12.05559537
0.30048006,0.26109405,0.408987757,0.86892305,0,4,3.226844833,-5.934037988,0.515565933,-71.52592047
0.273606664,0.258814692,0.409322779,0.945937091,0,4,1.0219095,-6.077327822,0.528411442,-60.33897594
0.273606664,0.247819588,0.409322779,0.905751287,0,4,1.0219095,-6.768525144,0.528411442,-66.17630574
0.249861227,0.418112714,0.40961241,1.673379739,0,4,-0.926379921,3.936799396,0.539516581,45.32825679
0.262386518,0.247191011,0.409627078,0.942087319,0,4,0.101307727,-6.808040058,0.540079022,-60.89818805
0.274050999,0.354507111,0.409656867,1.2935808,0,4,1.058366755,-0.061709796,0.541221201,-9.840769918
0.294723664,0.389864288,0.410252771,1.322812981,0,4,2.754538276,2.160987458,0.564069562,-5.594546955
0.274050999,0.32309907,0.410333182,1.178974246,0,4,1.058366755,-2.036148082,0.567152689,-26.48834681
0.274193548,0.218643267,0.410333182,0.797404855,0,4,1.070062782,-8.602668399,0.567152689,-81.91454668
0.274537801,0.0153393,0.410872108,0.055873179,0,4,1.098308399,-21.3831898,0.587816388,-189.6283305
0.257001048,0.253498045,0.411160525,0.986369696,0,4,-0.340564746,-6.411554033,0.598874979,-54.46579609
0.291902553,0.277550898,0.411215494,0.950834088,0,4,2.523068955,-4.899493033,0.600982623,-59.62764545
0.251945555,0.32241294,0.411687695,1.279692911,0,4,-0.755362898,-2.079281016,0.619087939,-11.85810396
0.257457576,0.322203676,0.411770265,1.251482596,0,4,-0.303107011,-2.092436206,0.622253852,-15.9558921
0.285633335,0.261458667,0.412256815,0.915364682,0,4,2.008685885,-5.91111668,0.640909349,-64.7798784
0.285633335,0.255539782,0.412256815,0.894642713,0,4,2.008685885,-6.283202079,0.640909349,-67.78992066
0.293911505,0.27294629,0.412284638,0.928668274,0,4,2.687901437,-5.188957577,0.641976136,-62.84741846
0.293911505,0.212159646,0.412284638,0.721848728,0,4,2.687901437,-9.010255393,0.641976136,-92.88971684
0.274943843,0.333543017,0.412353775,1.213131425,0,4,1.131623736,-1.379598752,0.644627023,-21.52672592
0.257575758,0.317100996,0.412836656,1.231097985,0,4,-0.293410367,-2.413211608,0.66314181,-18.91693029
0.25129565,0.34410493,0.412850653,1.369323066,0,4,-0.808686898,-0.715633516,0.663678513,1.161438578
0.275086857,0.249953785,0.4128676,0.908635867,0,4,1.143357868,-6.634360765,0.664328288,-65.75729589
0.262316463,0.239363203,0.413041531,0.91249783,0,4,0.095559768,-7.300128183,0.670997207,-65.19631292
0.300519932,0.246941732,0.413154988,0.821714988,0,4,3.2301163,-6.823710745,0.675347432,-78.38329307
0.275208366,0.387232484,0.41337133,1.407052007,0,4,1.153327592,1.995541454,0.68364247,6.641888187
0.261761461,0.224772924,0.41341276,0.858693726,0,4,0.050022435,-8.21733296,0.685230995,-73.01181674
0.296163454,0.150142703,0.413468858,0.506958916,0,4,2.872671571,-12.90889483,0.687381956,-124.10429
0.262223304,0.241652828,0.413967659,0.921553593,0,4,0.087916195,-7.156192973,0.706507164,-63.88088643
0.25089828,0.333743338,0.414234218,1.330193805,0,4,-0.841290745,-1.367005748,0.716727643,-4.522419459
0.274193548,0.360731037,0.414416185,1.315607312,0,4,1.070062782,0.329551755,0.723704716,-6.641231699
0.273903035,0.343569628,0.414470398,1.254347646,0,4,1.046226486,-0.749284839,0.72578335,-15.53971925
0.300370878,0.350838118,0.415034271,1.168016421,0,4,3.217886574,-0.292357703,0.747403584,-28.08006403
0.258933987,0.438340528,0.415233915,1.692865942,0,4,-0.181968976,5.208402758,0.755058388,48.15879351
0.276097945,0.217449638,0.415370771,0.787581515,0,4,1.226316625,-8.677704795,0.760305792,-83.34147028
0.296875,0.333165492,0.415509433,1.122241656,0,4,2.931053248,-1.403331507,0.765622409,-34.72923798
0.251822624,0.304506735,0.415577447,1.209211189,0,4,-0.765449204,-3.204938532,0.768230236,-22.09617363
0.234260643,0.311550669,0.415893848,1.329931761,0,4,-2.20639226,-2.762127929,0.780361802,-4.560483618
0.251822624,0.306292293,0.416083631,1.216301728,0,4,-0.765449204,-3.09269102,0.787638508,-21.0662125
0.297509074,0.358410197,0.416175431,1.204703415,0,4,2.983078381,0.183654257,0.791158361,-22.75096604
0.279411765,0.308639953,0.416231717,1.104606148,0,4,1.498212223,-2.945107478,0.79331651,-37.29094558
